momentum,low_vol,parkinson_vol,high52,liquidity,train_sharpe,test_sharpe,min_sharpe,train_return,test_return,train_dd,test_dd
0.3,0.1,0.2,0.1,0.3,1.4757392486789638,1.42517753614372,1.42517753614372,0.2557354776442633,0.25247306347483955,-0.2450689217718156,-0.1966194632393755
0.4,0.4,0.0,0.2,0.0,1.5925219761974374,1.4218002764723234,1.4218002764723234,0.28906492223328195,0.2713133861179631,-0.1970963848265087,-0.17968747693175857
0.5,0.1,0.2,0.2,0.0,1.7178077167028698,1.420044840547057,1.420044840547057,0.37383407665510027,0.30909493763006046,-0.24902862855280816,-0.19169961400550306
0.3,0.2,0.1,0.1,0.3,1.4191925714988773,1.5195448267999947,1.4191925714988773,0.23644206031389414,0.286766253237386,-0.21801928265884407,-0.16450660804226502
0.5,0.0,0.1,0.3,0.1,1.9130459135898648,1.4172579751917425,1.4172579751917425,0.4779078308758402,0.3608270756866687,-0.25088557782499177,-0.26787285335129907
0.4,0.0,0.1,0.1,0.4,1.784874531053655,1.416960114643315,1.416960114643315,0.42826483846339936,0.3599404099462946,-0.2508579230207,-0.24057214422036755
0.5,0.1,0.3,0.0,0.1,1.7250651230240388,1.4153799236046172,1.4153799236046172,0.34991515865991407,0.29005616416756097,-0.23673732002721493,-0.18434110666883397
0.5,0.0,0.3,0.1,0.1,1.6869548785414117,1.4135532154222505,1.4135532154222505,0.35761202072715115,0.31038408529684003,-0.2367689859534261,-0.18952042939371805
0.6,0.0,0.0,0.1,0.3,1.767943549659586,1.4100622593700636,1.4100622593700636,0.4721174754016295,0.38618612336175917,-0.27975390256588273,-0.2858120714207193
0.4,0.1,0.1,0.0,0.4,1.7243442262720807,1.4095193645170592,1.4095193645170592,0.3879319809375903,0.3202218064168323,-0.26377425114045827,-0.1925130189947416
0.4,0.5,0.1,0.0,0.0,1.4093111017891171,1.6622436706187806,1.4093111017891171,0.1972770437029332,0.27114391336971955,-0.19231980027079032,-0.20619930884759685
0.4,0.0,0.1,0.0,0.5,1.8722325382428797,1.4070781594131125,1.4070781594131125,0.46218884470466626,0.3665978566653145,-0.2738936705070073,-0.2651810860107876
0.5,0.1,0.1,0.3,0.0,1.9027130825797618,1.402843704990679,1.402843704990679,0.44336851510255304,0.33223217414078565,-0.23960629731021155,-0.2675387662580082
0.5,0.3,0.1,0.0,0.1,1.6899381830636762,1.4014090298795896,1.4014090298795896,0.3415521465052045,0.29388059787652265,-0.23671221948489862,-0.18010160907142603
0.5,0.0,0.3,0.2,0.0,1.69925512971107,1.4003847365910376,1.4003847365910376,0.37306974464494713,0.30301707700715874,-0.2490485417677768,-0.18848131527071732
0.1,0.0,0.0,0.0,0.9,1.6842366324882951,1.3977680745198764,1.3977680745198764,0.41270570340343493,0.38619744881855955,-0.30956653604229023,-0.287588619868389
